N,P,K,temperature,humidity,ph,rainfall,Area,Season,Production,label
12,57,8,30.84835031,92.86773675,6.388617138,107.4142681,75,Kharif     ,24,orange
12,57,13,22.45616931,91.52781832,7.57125447,118.0069295,228,Kharif     ,107,orange
26,57,11,13.70319166,90.95589386,7.609348255,106.2944879,27,Kharif     ,16,orange
19,57,15,20.48954522,93.72485075,7.137136973,111.8391951,157,Kharif     ,391,orange
39,57,9,13.20844373,94.02769434,6.354022554,106.2696156,1116,Kharif     ,317,orange
16,57,13,32.31944397,93.67804556,6.196907944,117.6236473,23,Kharif     ,417,orange
36,57,13,20.68185224,90.91510525,7.829507245,109.7513927,143027,Kharif     ,142455,orange
37,57,12,31.52675982,90.50621806,6.395258356,113.1169398,5499,Kharif     ,3211,orange
39,57,15,25.35467646,91.81183218,7.992041984,116.7555937,12,Kharif     ,10,orange
31,57,14,17.66545409,91.69865887,6.583411671,110.6857506,46,Kharif     ,236,orange
18,57,8,12.59093977,91.81668769,6.206053072,119.3916718,1905,Kharif     ,7683,orange
20,57,10,11.86631922,93.68394562,6.976997772,106.060149,66615,Kharif     ,588344,orange
5,57,5,11.03367937,92.22706805,6.562594972,112.7715925,540,Kharif     ,599,orange
20,57,12,25.2990432,94.96419851,7.260416405,117.9733424,170,Kharif     ,3201,orange
25,57,11,32.23797837,90.15406807,6.460044778,104.7052254,1792,Kharif     ,520,orange
14,57,14,17.68408797,94.35815354,6.699164936,108.0638166,280,Kharif     ,196,orange
37,57,12,10.2708877,90.19147747,7.401121811,106.6955204,526,Kharif     ,13845,orange
26,57,6,17.22034507,94.78797376,6.912033409,108.0054343,78,Kharif     ,1126,orange
13,57,5,19.667056,90.50096668,7.764040111,100.1737964,8006,Kharif     ,10512,orange
32,57,9,10.35609594,93.75652041,7.796034006,101.1456947,15206,Kharif     ,48766,orange
19,57,9,27.255435,91.71369387,6.969883483,101.139435,208,Kharif     ,1957,orange
28,57,9,34.5917846,92.13229786,6.730757538,115.5650287,20,Kharif     ,9,orange
24,57,11,32.39523995,94.51768464,6.601395755,113.25373,427,Kharif     ,131,orange
7,57,10,10.16431299,91.22320999,6.465913274,106.362551,11,Kharif     ,18,orange
18,57,8,21.49118657,93.43949693,6.41354791,101.4819888,28152,Kharif     ,2562925,orange
7,57,12,16.53460397,94.76759975,6.475275337,110.0447896,66,Kharif     ,52,orange
20,57,11,31.8520694,90.12220323,6.407715561,109.9455062,57,Kharif     ,669,orange
18,57,11,28.04799508,90.00621688,6.550814117,117.1311498,8,Kharif     ,15,orange
34,57,10,31.75048899,94.59551226,7.36220835,115.1989301,8397,Kharif     ,232496,orange
20,57,10,29.07412717,93.27189064,7.36549204,100.7896871,16,Kharif     ,197,orange
37,57,13,19.14381903,90.71037456,7.8546243,108.0230792,365,Kharif     ,339,orange
12,57,10,16.14820285,91.4448027,7.995848977,107.4287664,10,Rabi       ,3,orange
34,57,14,34.05296914,92.05811721,6.725600855,116.8020848,2,Rabi       ,4,orange
6,57,9,34.51423957,90.56151463,7.786725333,118.3271968,774,Rabi       ,16003,orange
27,57,5,32.71748548,90.54608254,7.656978112,113.328978,181,Rabi       ,3398,orange
13,57,12,25.16296632,92.54736032,7.105904818,114.3117197,65,Rabi       ,39,orange
6,57,7,27.68167318,94.47316879,7.199106204,113.9995146,194,Rabi       ,483,orange
40,57,15,21.35093384,90.9492967,7.871063004,107.0862095,10,Rabi       ,8,orange
31,57,9,11.69894639,93.25638873,7.566165721,103.2005992,1751,Rabi       ,3488,orange
61,57,50,35.21462816,91.49725058,6.793245417,243.0745066,8,Rabi       ,10,papaya
58,57,45,42.39413392,90.79028064,6.576261427,88.46607497,12051,Rabi       ,32863,papaya
45,57,55,38.4191628,91.14220381,6.751452932,119.2653877,2011,Rabi       ,871,papaya
39,57,53,35.33294932,92.11508608,6.560743093,235.6133585,1303,Rabi       ,9713,papaya
31,57,45,42.92325255,90.07600528,6.938313356,196.2408242,277,Rabi       ,173,papaya
70,57,45,33.83508569,92.85470152,6.991626158,203.4044028,253,Rabi       ,5928,papaya
68,57,50,33.20258348,92.76437927,6.977700268,197.5282582,4,Rabi       ,5,papaya
34,57,47,23.48546973,93.71043692,6.833768535,191.7760562,641,Rabi       ,1140,papaya
38,57,54,29.33710543,90.81781439,6.739170045,202.0572747,34654,Rabi       ,120249,papaya
69,57,47,40.21199348,94.50766912,6.993473247,186.6762324,370,Rabi       ,134,papaya
58,57,47,42.13473976,91.70445386,6.757470637,197.402901,1078,Rabi       ,860,papaya
59,57,53,32.86316618,91.4618874,6.850663232,47.271547,217,Rabi       ,2548,papaya
44,57,54,29.80744318,91.38048469,6.74274935,232.7046126,64,Rabi       ,116,papaya
56,57,48,31.56213762,93.0484859,6.506120752,63.62250788,5199,Rabi       ,116546,papaya
69,57,54,36.32268069,93.06134398,6.98992719,141.1736926,1119,Rabi       ,880,papaya
56,57,49,37.13165026,94.60761797,6.69215564,172.4788062,910,Whole Year ,50203,papaya
49,57,53,38.4418717,93.63739039,6.544029776,77.71566883,75,Whole Year ,24,papaya
38,57,52,32.66160599,90.78931681,6.927803911,78.85085502,228,Whole Year ,107,papaya
54,57,47,27.92765919,91.55594211,6.721835879,149.9107557,2760,Whole Year ,19847000,papaya
57,57,51,39.01793345,91.48815629,6.99223441,105.8841531,92,Whole Year ,55,papaya
39,57,53,32.51247398,94.65904123,6.704204398,51.07048113,1297,Whole Year ,22926,papaya
58,57,45,38.72382798,91.72514851,6.702424548,62.62377075,274,Whole Year ,3217,papaya
61,57,52,43.30204933,92.83405443,6.641098708,110.562229,6840,Kharif     ,1669,papaya
34,57,55,27.58548913,90.72526502,6.585346229,238.5008779,2071,Kharif     ,4622,papaya
31,57,45,40.78881819,92.90951393,6.563134737,132.7923586,924,Kharif     ,21932,papaya
47,57,52,23.19451074,91.40301608,6.502289473,206.3999208,120,Kharif     ,3491,papaya
32,57,52,32.68067385,92.61715632,6.800321319,248.8592986,86,Kharif     ,30,papaya
36,57,46,34.28879307,93.61082872,6.721130543,127.2509777,137,Kharif     ,78,papaya
61,57,51,39.30050027,94.16193416,6.574677594,120.9512466,2,Kharif     ,1,papaya
70,57,46,39.73149053,91.12220596,6.919342407,122.7628653,308,Kharif     ,723,papaya
44,57,49,39.23342464,91.25589286,6.519779583,64.4478499,948,Kharif     ,289,papaya
34,57,51,27.34734861,94.17756725,6.687088098,40.35153141,32,Kharif     ,932,papaya
50,57,47,40.76998685,92.09278584,6.747975732,209.8678411,122578,Kharif     ,72811,papaya
39,57,52,26.26559543,90.79668055,6.65149129,59.49373381,5071,Kharif     ,2277,papaya
34,57,49,28.12971499,93.3210737,6.502675132,117.8201907,23,Kharif     ,16,papaya
44,57,55,34.2804607,90.55561637,6.825371185,98.54047745,55,Kharif     ,478,papaya
31,57,52,33.7960155,93.00754254,6.99104104,182.026807,2693,Kharif     ,8820,papaya
65,57,51,31.53243779,90.87394933,6.511624841,207.0735119,64633,Kharif     ,462384,papaya
44,57,53,42.30495821,90.51431779,6.93172108,74.876786,469,Kharif     ,578,papaya
50,57,48,24.63676897,90.61964344,6.712772333,218.2299187,242,Kharif     ,4443,papaya
43,57,48,28.28222883,91.37059792,6.63016515,179.2720807,1642,Kharif     ,501,papaya
60,57,53,24.48620746,92.98254537,6.761953186,183.49095,27,Kharif     ,55,papaya
70,57,55,42.84609252,94.63548176,6.691202286,78.8099639,519,Kharif     ,13790,papaya
59,57,52,43.67549305,93.10887229,6.608667684,103.8235658,160,Kharif     ,1531,papaya
60,57,51,42.07213781,92.92203105,6.840802254,165.7412972,302,Kharif     ,5186,papaya
42,57,47,33.46873719,92.12746225,6.834808348,136.8277041,4556,Kharif     ,3686,papaya
35,57,47,31.7018373,91.66232213,6.953439161,48.83810592,13304,Kharif     ,44462,papaya
34,57,48,41.41968393,90.03863107,6.665024508,199.3096432,209,Kharif     ,1748,papaya
36,57,46,42.54744013,94.94482086,6.662875839,214.4103848,101,Kharif     ,28,papaya
39,57,52,28.91842453,94.63676767,6.678695788,63.68794608,245,Kharif     ,97,papaya
37,57,47,43.08022702,93.90305729,6.54277684,211.8529059,26147,Kharif     ,2066986,papaya
33,57,46,29.20300896,93.96834049,6.839443833,209.4083305,58,Kharif     ,29,papaya
34,57,48,41.04224355,91.37258067,6.805277038,181.527598,8139,Kharif     ,192268,papaya
49,57,50,25.62446619,93.18240298,6.762522087,97.26336657,17,Kharif     ,199,papaya
40,57,49,35.32876402,91.06138506,6.678449318,163.9069365,383,Kharif     ,508,papaya
68,57,49,24.42561272,92.27749066,6.577192175,63.35298768,1,Rabi       ,2,papaya
50,57,52,31.18298415,90.21646909,6.734005648,54.01872359,785,Rabi       ,18633,papaya
65,57,50,31.88342554,91.3256535,6.524459342,79.27201575,161,Rabi       ,4684,papaya
40,57,47,42.93368602,91.1756748,6.501521192,246.3613268,111,Rabi       ,57,papaya
42,57,48,23.11407669,94.31994776,6.758479569,231.5153161,545,Rabi       ,1278,papaya
49,57,51,24.87212063,93.90560147,6.676578778,135.1694525,10,Rabi       ,11,papaya
59,57,49,43.36051537,93.35191636,6.941496806,114.778071,1693,Rabi       ,5287,papaya
63,57,47,26.83054058,90.75379971,6.864143752,144.6656444,7,Rabi       ,7,papaya
70,57,52,30.42012134,93.12659793,6.583528529,75.95295,8830,Rabi       ,23002,papaya
63,57,52,28.64555584,93.22642604,6.751747609,115.8163936,2441,Rabi       ,1076,papaya
40,57,47,32.50037548,93.47888842,6.893509446,71.73759526,984,Rabi       ,6429,papaya
63,57,50,43.03714283,94.6428898,6.720744449,41.5856585,384,Rabi       ,315,papaya
45,57,49,30.10773379,90.34546355,6.827812549,75.24521981,199,Rabi       ,4534,papaya
66,57,47,23.69212243,93.61055571,6.912299695,87.53393983,26,Rabi       ,32,papaya
54,57,52,35.67667332,93.30641944,6.586107335,141.3381168,920,Rabi       ,15799,papaya
69,57,52,27.71948962,94.43877142,6.827305908,82.83061083,552,Rabi       ,844,papaya
67,57,49,35.26824831,92.38282957,6.821774589,149.8488208,27661,Rabi       ,87962,papaya
45,57,47,23.16855863,90.78821158,6.656458831,161.6892093,982,Rabi       ,703,papaya
56,57,52,33.08706051,92.25197542,6.770384816,88.1300769,1310,Rabi       ,1104,papaya
70,57,53,37.4620912,90.44967809,6.933809743,172.3458448,200,Rabi       ,2257,papaya
44,57,45,38.73218907,94.73613484,6.579441304,218.142147,47,Rabi       ,141,papaya
50,57,47,32.57720726,92.74889453,6.92791761,93.7942847,4998,Rabi       ,126185,papaya
52,57,53,38.38231475,93.10378595,6.985804083,210.2735346,1749,Rabi       ,2520,papaya
35,57,45,42.93605359,90.09448142,6.612429546,234.8466111,3465,Whole Year ,29033000,papaya
68,57,52,25.65492304,92.74501561,6.813383387,52.95477913,40965,Whole Year ,132424,papaya
32,57,52,37.58899717,91.99740365,6.9677596,159.6577388,1600,Kharif     ,300,papaya
32,57,51,29.60718808,93.15642801,6.57398033,62.68710535,2500,Kharif     ,1400,papaya
48,57,47,25.34756111,93.02871078,6.803094965,174.4012337,9800,Kharif     ,23400,papaya
39,57,53,25.9300384,93.02357765,6.964955435,241.8202079,700,Kharif     ,2200,papaya
49,57,45,32.76795887,94.57377401,6.764213299,240.4795923,400,Kharif     ,400,papaya
48,57,54,29.02328049,90.20396783,6.617703178,126.8069869,1100,Kharif     ,600,papaya
69,57,49,40.00439101,90.17015833,6.52711001,92.11877372,1200,Kharif     ,1100,papaya
53,57,55,33.32315744,91.25271223,6.709668804,234.496633,1600,Kharif     ,2900,papaya
38,57,52,31.22790131,94.94021378,6.620729882,46.44279118,200,Kharif     ,100,papaya
57,57,55,26.68386496,92.9585411,6.583760499,62.50689682,214100,Kharif     ,429300,papaya
51,57,55,24.70528368,90.14732171,6.676407337,108.4103158,2000,Kharif     ,800,papaya
56,57,45,38.2016825,93.97379963,6.751298936,218.0908814,1800,Kharif     ,400,papaya
54,57,52,36.56769731,93.79503425,6.867554147,104.4218596,15100,Kharif     ,1197300,papaya
58,57,47,26.05375792,93.69111672,6.742490027,240.6863901,300,Kharif     ,200,papaya
68,57,54,31.29986342,92.76039164,6.986228647,54.77830202,13100,Kharif     ,17100,papaya
42,57,55,40.10207731,94.35110201,6.979102243,149.1199989,700,Rabi       ,1200,papaya
43,57,47,38.58954491,91.58076549,6.825664782,102.2708231,1700,Rabi       ,3000,papaya
35,57,49,41.31330062,91.1508798,6.617066674,239.7427554,1300,Rabi       ,800,papaya
56,57,55,37.03551903,91.79430166,6.551892638,188.5181422,200,Rabi       ,200,papaya
39,57,53,23.0124018,91.07355541,6.598860305,208.3357976,3600,Rabi       ,13700,papaya
18,57,29,26.7627493,92.86056895,6.420018717,224.5903664,59500,Rabi       ,26500,coconut
37,57,28,25.61294367,94.3138837,5.740054567,224.3206759,100,Rabi       ,100,coconut
13,57,33,28.130115,95.64807631,5.686972967,151.0761899,154400,Rabi       ,491500,coconut
2,57,35,25.02887163,91.53720922,6.293662363,179.8248944,1900,Rabi       ,200,coconut
10,57,35,27.79797651,99.64573002,6.381975465,181.6942283,59900,Rabi       ,19300,coconut
7,57,32,29.25902906,95.11294697,5.542169139,184.7624496,2100,Kharif     ,300,coconut
39,57,31,27.10134661,93.69979946,5.551963184,150.9502632,4300,Kharif     ,2400,coconut
34,57,27,25.84726298,90.92669463,5.860740481,147.8888994,7900,Kharif     ,6300,coconut
31,57,29,26.58580443,90.98617591,5.558807063,178.8116076,1100,Kharif     ,3300,coconut
25,57,35,28.38503882,99.18843684,5.55771171,189.6711349,800,Kharif     ,900,coconut
16,57,26,28.43647052,91.81320717,5.568365926,145.5414413,200,Kharif     ,100,coconut
26,57,33,28.27298134,96.93649473,6.07071786,198.8234862,1200,Kharif     ,300,coconut
27,57,32,27.00648436,96.46168931,5.627860549,144.3331315,1300,Kharif     ,1000,coconut
37,57,30,27.63551259,99.34854917,6.38488418,157.9171537,1700,Kharif     ,3600,coconut
19,57,34,26.29644905,99.65809151,5.685889066,215.9195049,100,Kharif     ,100,coconut
0,57,33,27.1326009,95.23797989,6.234458417,204.7206567,500,Kharif     ,500,coconut
31,57,26,25.56567803,97.61361544,6.443168642,199.7936345,256300,Kharif     ,386600,coconut
9,57,32,25.94951662,93.40548703,5.842317989,172.0540491,2100,Kharif     ,700,coconut
22,57,29,28.03380598,95.01630593,5.955742971,218.0055713,1700,Kharif     ,400,coconut
31,57,26,29.12859129,91.30924833,5.741367375,157.2388553,200,Kharif     ,100,coconut
34,57,30,27.0828252,97.00155491,5.948342571,171.7575545,200,Kharif     ,100,coconut
24,57,32,28.11321494,90.01734526,6.387067562,172.4813641,400,Kharif     ,300,coconut
1,57,26,27.5136304,94.18955816,5.562911913,156.6732553,1100,Rabi       ,2200,coconut
31,57,33,27.63834933,95.48763389,5.85971872,205.5463111,1500,Rabi       ,2500,coconut
10,57,28,29.01256899,94.01014388,6.282955073,150.0500312,2200,Rabi       ,1200,coconut
36,57,26,26.58413917,95.78923137,6.25449571,171.6262299,100,Rabi       ,100,coconut
38,57,33,28.28905147,97.00396405,5.973853124,142.9403233,3800,Rabi       ,18700,coconut
11,57,25,28.69164799,96.65248672,6.081568052,178.9635457,63700,Rabi       ,28600,coconut
16,57,30,29.70931288,96.30484325,6.37466756,209.8453993,200,Rabi       ,100,coconut
33,57,35,27.14865285,96.66355213,6.027707171,149.2433497,100,Rabi       ,100,coconut
16,57,29,29.28725038,91.95614918,5.868285082,132.1491176,157600,Rabi       ,656600,coconut
32,57,31,25.06871967,93.31410447,6.205931638,134.8419069,2900,Rabi       ,700,coconut
38,57,30,26.92449525,91.20106019,5.570745386,194.9022136,63800,Rabi       ,19700,coconut
8,57,33,28.27804288,93.64761266,6.095261013,171.9457959,16400,Whole Year ,1254900,coconut
23,57,33,29.18032562,92.73041222,6.025789594,204.9603677,7000,Whole Year ,15900,coconut
29,57,35,28.3575072,91.64509299,5.542873799,160.7306991,3248,Kharif     ,2339,coconut
24,57,33,29.38072512,93.27565685,6.366219551,218.5241851,10,Kharif     ,2,coconut
32,57,30,25.39241091,98.08951196,5.579845008,218.080385,4410,Kharif     ,7289,coconut
30,57,31,26.31270635,98.62048026,5.804965067,208.1181381,308,Kharif     ,453,coconut
14,57,35,29.52501367,91.91185319,6.121005506,194.3100272,23,Kharif     ,11,coconut
27,57,29,28.83214859,92.17170353,6.000248647,145.4172387,701,Kharif     ,179,coconut
40,57,29,28.48444906,97.76865458,5.820978791,160.389421,1522,Kharif     ,4324,coconut
17,57,32,28.74013335,93.39676499,5.620733794,156.7650823,1696,Kharif     ,573,coconut
30,57,35,25.00872392,95.59224018,6.001936419,165.8092179,141,Kharif     ,100,coconut
28,57,30,29.8690834,91.14723422,6.305740522,192.7678575,291,Kharif     ,97,coconut
39,57,29,27.54273211,94.59086121,6.362544111,150.2012138,430,Kharif     ,448,coconut
32,57,35,26.52166434,98.38227669,5.588655387,144.6261698,244655,Kharif     ,628606,coconut
7,57,32,25.03512351,95.89739958,6.182232762,174.796583,2931,Kharif     ,747,coconut
29,57,29,29.20394909,95.66997327,5.959493188,211.2506267,10,Kharif     ,6,coconut
34,57,34,27.05826457,91.10510371,5.677282678,224.7006953,328,Kharif     ,200,coconut
14,57,25,26.18552389,96.96637916,5.612122797,135.4186222,10,Rabi       ,11,coconut
18,57,29,27.59376845,92.48519606,6.206077742,162.8432736,1015,Rabi       ,1749,coconut
7,57,35,25.76011662,94.65830608,5.764812076,131.2451414,1782,Rabi       ,1385,coconut
24,57,34,28.87862994,95.11320315,6.203376525,145.0583117,50,Rabi       ,20,coconut
39,57,29,26.50908611,94.48414544,6.143662699,199.8778403,4266,Rabi       ,20652,coconut
29,57,28,26.87037587,91.72546257,6.100429497,214.4128874,62777,Rabi       ,13183,coconut
10,57,27,27.57283516,94.90485697,5.708409601,145.9298935,103,Rabi       ,180,coconut
0,57,32,28.05912437,98.3670985,5.868255858,171.6516396,3,Rabi       ,1,coconut
32,57,31,29.51611558,92.56492864,6.461225827,131.2116167,161551,Rabi       ,645162,coconut
37,57,32,28.96318258,95.16333673,6.165084855,222.803013,44,Rabi       ,12,coconut
20,57,27,25.09897688,92.36099489,6.047044342,157.7592626,1428,Rabi       ,284,coconut
31,57,35,27.1872282,92.19906776,6.137102505,141.3220576,58809,Rabi       ,11350,coconut
17,57,27,29.03065024,90.79093862,5.894027065,205.5720367,1825,Whole Year ,3246,coconut
1,57,30,27.754298,95.94643831,5.56222383,131.0900076,252,Whole Year ,4118,coconut
6,57,29,27.31155708,99.96906006,5.832608028,201.8258633,15657,Whole Year ,1425465,coconut
15,57,32,28.84270971,99.64328526,6.218571874,224.4016682,8877,Whole Year ,10182,coconut
27,57,29,26.61423461,96.97300803,6.142010637,191.006688,1861,Kharif     ,953,coconut
3,57,30,29.70143197,95.65754365,6.078807239,215.1968037,3034,Kharif     ,2005,coconut
8,57,26,25.54759871,91.64194826,5.702484758,212.867626,9,Kharif     ,3,coconut
20,57,26,26.37978453,91.49882979,5.547594847,167.0470997,5580,Kharif     ,10536,coconut
26,57,27,27.45907759,92.90736493,5.836075368,142.1430003,868,Kharif     ,2396,coconut
1,57,35,27.02269204,95.71935435,6.231662767,147.1682459,344,Kharif     ,354,coconut
27,57,31,28.98545306,90.73966792,5.718120393,148.8398374,4,Kharif     ,2,coconut
23,57,34,26.1055118,91.52421214,5.852038202,134.1279669,1144,Kharif     ,424,coconut
0,57,31,25.0707247,95.02156793,5.547933273,192.9036306,788,Kharif     ,753,coconut
38,57,25,25.54963273,96.92786777,6.156259104,191.2996157,1406,Kharif     ,3661,coconut
25,57,26,28.56973521,95.67906668,6.436314406,134.8370348,4,Kharif     ,35,coconut
40,57,32,26.07010807,96.7036223,5.981169595,143.533473,45,Kharif     ,20,coconut
0,57,31,25.51791333,94.38420565,6.271952833,178.7297725,336,Kharif     ,113,coconut
26,57,32,25.9490364,94.73860514,6.470465614,144.1571109,42,Kharif     ,586,coconut
35,57,34,28.2974764,95.41122824,6.141502001,182.4482352,16,Kharif     ,7,coconut
19,57,30,29.56549169,91.40896307,5.826381164,224.8315729,439,Kharif     ,416,coconut
31,57,33,29.69952329,95.21224392,6.342463714,148.3003692,253966,Kharif     ,683423,coconut
17,57,26,26.14162144,93.28415295,6.071897347,195.4115025,1579,Kharif     ,511,coconut
2,57,30,26.00175125,94.79998418,6.331051715,209.540094,2560,Kharif     ,417,coconut
30,57,25,27.15116142,91.48889469,6.413184638,164.9182225,2367,Kharif     ,1264,coconut
8,57,33,28.97318719,98.09861043,5.50158009,213.9011021,76,Kharif     ,84,coconut
18,57,35,26.13958446,96.38580769,6.338720873,131.3387935,196,Kharif     ,12,coconut
8,57,30,25.51618488,94.33465411,6.015672239,135.1272491,2,Rabi       ,1,coconut
40,57,29,27.55821802,99.98187601,5.735364307,174.6256481,539,Rabi       ,1112,coconut
27,57,33,27.81132822,97.48410555,6.465906333,154.0621221,7,Rabi       ,17,coconut
21,57,31,25.60033702,99.7240104,5.855457599,165.8248732,766,Rabi       ,1206,coconut
3,57,35,26.91641934,99.84671638,6.318552973,225.6323656,1082,Rabi       ,228,coconut
22,57,27,29.1797902,90.27214288,6.006784979,188.9252083,14,Rabi       ,12,coconut
27,57,30,26.44600063,98.29937782,6.008386283,221.2258168,14,Rabi       ,3,coconut
22,57,33,28.43572863,95.8840407,5.665785202,203.9283708,4108,Rabi       ,22117,coconut
28,57,32,28.94099669,93.00109012,5.764615485,191.7723087,60630,Rabi       ,13824,coconut
23,57,26,26.45488737,93.45042636,5.901495544,149.2220255,133,Rabi       ,2338,coconut
37,57,34,25.79490531,93.84150618,5.779032666,152.4238712,571,Rabi       ,277,coconut
19,57,29,26.93141945,98.80313612,5.67154928,166.5712879,11,Rabi       ,1,coconut
133,57,24,24.40228894,79.19732001,7.231324765,90.8022356,26,Rabi       ,47,cotton
136,57,20,23.09595631,84.86275707,6.925412377,71.29581071,162861,Rabi       ,683202,cotton
104,57,18,23.9656349,76.97696717,7.633437412,90.75616738,1282,Rabi       ,236,cotton
133,57,23,24.88738107,75.62137159,6.827354668,89.76050416,60611,Rabi       ,41034,cotton
126,57,23,25.36243778,83.63276077,6.176716425,88.43618918,6,Whole Year ,17,cotton
126,57,19,24.69457084,81.7358876,6.628722836,78.58494391,11043,Whole Year ,124386,cotton
113,57,20,25.0017188,80.53965818,7.256877571,96.32600992,33588,Whole Year ,4608,cotton
121,57,22,22.45942937,81.30681027,6.443785385,64.23026638,48237,Whole Year ,588584535,cotton
121,57,16,23.60564038,79.29573149,7.723240151,72.49800885,121,Whole Year ,90,cotton
129,57,22,24.58453146,79.12404171,5.947448589,71.94608134,14772,Whole Year ,1313615,cotton
107,57,25,23.0865933,83.55546146,7.227745516,71.84080724,60,Whole Year ,811,cotton
122,57,18,23.5000992,83.63488952,6.219469084,79.81328183,20435,Whole Year ,159148,cotton
140,57,15,24.1472953,75.88298598,6.021439523,69.91563467,5654,Whole Year ,9185,cotton
102,57,21,24.69315538,84.84422454,6.253343655,89.799462,282,Whole Year ,1266,cotton
111,57,25,24.484692,84.44932014,6.187455799,90.94342484,1309,Kharif     ,763,cotton
131,57,18,24.49112609,82.24415809,7.057693366,64.02949379,2219,Kharif     ,2048,cotton
135,57,16,23.47986888,81.73049149,6.720449769,86.76287924,9,Kharif     ,1,cotton
100,57,18,24.18586246,76.04203958,6.431689506,69.08056728,6289,Kharif     ,16425,cotton
123,57,24,25.00755095,78.17952126,7.453106264,86.06411872,628,Kharif     ,2274,cotton
117,57,15,25.99237426,77.0543546,7.368258226,89.1188212,140,Kharif     ,72,cotton
121,57,24,23.66457347,81.69105088,7.352401887,99.36898373,822,Kharif     ,470,cotton
101,57,18,25.66891439,81.38103349,6.652143699,78.59595817,730,Kharif     ,548,cotton
107,57,24,22.04612876,84.62978302,6.144631795,86.00758678,1204,Kharif     ,3218,cotton
100,57,22,22.4204752,84.55794703,7.318802162,93.46595573,4,Kharif     ,34,cotton
125,57,21,25.03149561,82.21276599,7.954629324,95.0191318,126,Kharif     ,61,cotton
105,57,23,23.53371386,77.21705554,6.207652157,87.54004943,357,Kharif     ,90,cotton
102,57,19,22.77076388,82.5993307,6.631005298,81.49543437,122,Kharif     ,1693,cotton
131,57,22,25.49848236,79.9751579,7.306918817,67.05961949,5,Kharif     ,3,cotton
139,57,15,25.248679,83.4630147,5.898293044,86.55517751,291,Kharif     ,322,cotton
108,57,19,22.78249615,77.51235009,7.238566893,64.61444234,220811,Kharif     ,579850,cotton
118,57,23,23.37044424,77.43198948,7.977651226,71.67870701,1364,Kharif     ,460,cotton
107,57,22,24.86560781,78.22080815,5.983075895,79.56866268,1821,Kharif     ,453,cotton
125,57,17,24.14386157,84.51591287,6.785723961,80.36146974,2094,Kharif     ,1008,cotton
113,57,20,25.03300222,79.04368718,7.393441155,97.10087029,62,Kharif     ,54,cotton
131,57,16,23.65724079,84.47601498,6.486068274,88.54479121,1223,Kharif     ,442,cotton
115,57,16,25.54359718,84.09229796,7.175934962,88.94245493,936,Rabi       ,1882,cotton
113,57,25,22.00085141,79.47270984,7.388265888,90.42224164,26,Rabi       ,49,cotton
111,57,18,23.64328417,78.1258666,6.10539819,80.96157332,494,Rabi       ,979,cotton
111,57,19,23.96436009,78.02763149,6.419536555,84.63148859,1236,Rabi       ,669,cotton
122,57,16,24.65425757,75.6350708,6.307585854,61.82980133,22,Rabi       ,16,cotton
108,57,17,24.3017998,84.87668973,6.93221485,65.0247867,2597,Rabi       ,16810,cotton
132,57,22,24.29144926,81.02453404,7.810865753,90.41694635,62887,Rabi       ,10691,cotton
103,57,17,24.29470232,84.61527627,6.527541661,81.05902285,147,Rabi       ,2325,cotton
133,57,25,25.72180042,81.19666206,7.569454601,99.93100821,544,Rabi       ,396,cotton
127,57,18,24.87663664,76.30050373,7.041065585,91.9223468,86,Rabi       ,162,cotton
110,57,25,22.60612115,77.34264002,7.208795456,75.13617229,165779,Rabi       ,750150,cotton
131,57,19,23.86814008,75.68339729,6.814341946,90.4547185,17,Rabi       ,9,cotton
108,57,24,23.41022496,76.43836957,7.442217061,78.82199603,1104,Rabi       ,280,cotton
122,57,17,24.96440768,81.31677618,6.854558957,80.03995829,17,Rabi       ,9,cotton
111,57,15,25.16820129,80.30351815,7.884550475,84.62419032,62912,Rabi       ,10318,cotton
140,57,17,22.72767171,77.07598065,6.006085786,77.55176318,7,Whole Year ,12,cotton
100,57,20,22.45145981,76.25674874,7.432043735,86.84998693,10258,Whole Year ,122822,cotton
123,57,16,23.04920461,75.53835214,6.498052108,70.65644296,34634,Whole Year ,5151,cotton
107,57,21,25.29250148,75.66653335,6.205263534,62.64174227,48515,Whole Year ,629772990,cotton
118,57,19,22.95604064,82.33733678,6.360812227,66.48339303,32,Whole Year ,25,cotton
103,57,20,22.80213132,84.14668447,7.046607434,91.6389565,14255,Whole Year ,1282665,cotton
133,57,19,23.54234715,75.98203329,7.947011366,84.12536744,60,Whole Year ,797,cotton
129,57,20,24.41212325,80.80343786,6.281913858,98.60457373,16781,Whole Year ,140038,cotton
116,57,19,22.94276687,75.37170612,6.114525877,67.08022574,9071,Whole Year ,14429,cotton
114,57,23,25.53676123,81.13668716,6.753978061,95.4262599,239,Whole Year ,1033,cotton
131,57,17,25.32023717,81.79475917,7.425041316,83.46532547,763,Kharif     ,267,cotton
107,57,18,22.426733,81.53480799,6.745104394,65.54475812,1196,Kharif     ,1051,cotton
123,57,21,25.78544484,75.00539324,7.641116569,91.39578861,13,Kharif     ,3,cotton
112,57,25,25.68959532,77.90621048,6.470135478,66.19426787,4555,Kharif     ,8092,cotton
119,57,15,22.14593688,82.8597549,7.091992365,60.65381719,512,Kharif     ,1011,cotton
130,57,19,25.07278712,82.50257909,6.520403794,93.51042684,50,Kharif     ,48,cotton
